Files,Intelligibility,Phoneme Quality,Mispronunciation,Stress,Intonation,Pause Placement,MTI
anju_Intonation_L1_114,1,1,1,1,1,1,0
anju_Intonation_L1_115,1,1,1,0,1,1,1
anju_Intonation_L1_116,1,1,1,0,1,1,0
anju_Intonation_L1_117,1,0,0,0,0,0,1
anju_Intonation_L1_118,1,1,0,0,1,1,1
anju_Intonation_L1_119,1,1,0,0,1,1,1
anju_Intonation_L1_120,1,1,1,1,1,1,0
anju_Intonation_L1_122,1,1,1,1,1,1,0
anju_Intonation_L1_123,1,1,1,1,1,1,0
anju_Intonation_L1_124,1,1,1,1,1,1,0
anju_Intonation_L1_125,1,1,1,1,1,1,1
anju_Intonation_L1_126,1,1,1,0,1,1,0
anju_Intonation_L1_127,1,0,0,0,1,1,1
anju_Intonation_L1_128,1,1,1,1,1,1,0
anju_Intonation_L1_129,1,1,1,1,1,1,0
anju_Intonation_L1_130,1,1,1,1,1,1,0
anju_Intonation_L1_131,1,1,1,0,1,1,1
anju_Intonation_L1_132,1,0,0,0,0,0,1
anju_Intonation_L1_133,1,1,1,1,0,1,0
anju_Intonation_L1_134,1,1,1,0,1,1,0
anju_Intonation_L1_135,1,1,1,1,1,1,0
anju_Intonation_L1_136,1,0,0,0,0,0,1
anju_Intonation_L1_137,1,1,0,0,1,1,1
anju_Intonation_L1_138,1,1,1,1,1,1,0
anju_Intonation_L1_139,1,1,1,0,0,1,1
anju_Intonation_L1_140,1,1,1,0,1,1,0
anju_Intonation_L1_141,1,1,0,0,1,1,1
anju_Intonation_L1_142,1,0,0,0,0,0,1
anju_Intonation_L1_144,1,1,1,1,1,1,0
anju_Intonation_L1_145,1,1,0,0,1,1,1
anju_Intonation_L1_146,1,0,0,0,0,0,1
anju_Intonation_L1_147,1,0,0,0,0,0,1
anju_Intonation_L1_149,1,0,0,0,0,0,1
anju_Intonation_L1_150,1,1,1,1,1,1,0
anju_Intonation_L1_151,1,1,1,1,0,1,1
anju_Intonation_L1_152,1,0,0,0,1,1,1
anju_Intonation_L1_153,1,1,1,0,1,1,1
anju_Intonation_L1_154,1,1,1,1,1,1,0
anju_Intonation_L1_155,1,1,1,1,1,1,0
anju_Intonation_L1_156,1,1,1,0,1,1,0
anju_Intonation_L1_157,1,0,0,0,1,1,1
anju_Intonation_L1_158,1,0,0,0,1,1,1
anju_Intonation_L1_159,1,1,1,1,1,1,0
anju_Intonation_L1_160,1,1,0,0,1,1,0
anju_Intonation_L1_161,1,1,1,0,1,1,0
anju_Intonation_L1_162,1,1,1,0,1,1,0
anju_Intonation_L1_163,1,1,1,0,1,1,0
anju_Intonation_L1_164,1,1,1,1,1,1,0
anju_Intonation_L1_165,1,1,1,1,1,1,0
anju_Intonation_L1_166,1,0,0,0,1,1,1
anju_Intonation_L1_167,1,1,0,0,1,1,0
anju_Intonation_L1_168,1,0,0,0,0,0,1
anju_Intonation_L1_169,1,1,1,0,1,1,1
anju_Intonation_L1_171,1,1,1,1,1,1,0
anju_Intonation_L1_172,1,1,1,1,1,1,0
anju_Intonation_L1_173,1,1,1,0,1,1,1
anju_Intonation_L1_174,1,1,1,0,1,1,0
anju_Intonation_L1_175,1,1,1,1,1,1,0
anju_Intonation_L1_176,1,0,0,0,0,0,1
anju_Intonation_L1_177,1,1,1,1,1,1,0
anju_Intonation_L1_178,1,1,1,0,1,1,1
anju_Intonation_L1_179,1,1,1,1,1,1,0
anju_Intonation_L1_180,1,0,0,0,0,0,1
anju_Intonation_L1_181,1,0,0,0,0,0,1
anju_Intonation_L1_182,1,1,1,1,1,1,0
anju_Intonation_L1_183,1,1,1,1,1,1,0
anju_Intonation_L1_184,1,1,0,0,1,1,1
anju_Intonation_L1_185,1,1,1,1,1,1,1
anju_Intonation_L1_186,1,1,0,1,1,1,1
anju_Intonation_L1_187,1,1,0,0,1,1,1
anju_Intonation_L1_188,1,1,1,1,1,1,0
anju_Intonation_L1_189,1,1,1,1,1,1,0
anju_Intonation_L1_190,1,1,1,1,1,1,0
anju_Intonation_L1_191,1,1,1,0,1,1,1
anju_Intonation_L1_193,1,1,1,0,1,1,0
anju_Intonation_L1_194,1,1,1,1,1,1,1
anju_Intonation_L1_195,1,1,1,0,1,1,0
anju_Intonation_L1_196,1,1,1,0,1,1,0
anju_Intonation_L1_198,1,1,1,1,1,1,0
anju_Intonation_L1_199,1,0,0,0,0,0,1
anju_Intonation_L1_200,1,0,0,0,0,0,1
anju_Intonation_L1_201,1,1,1,0,1,1,1
anju_Intonation_L1_202,1,0,0,0,0,0,1
anju_Intonation_L1_203,1,1,1,1,1,1,0
anju_Intonation_L1_204,1,1,1,1,1,1,1
anju_Intonation_L1_205,1,1,1,1,1,1,0
anju_Intonation_L1_206,1,0,0,0,0,0,1
anju_Intonation_L1_207,1,1,1,1,1,1,1
anju_Intonation_L1_208,1,1,1,0,1,1,1
anju_Intonation_L1_209,1,0,0,0,0,1,1
anju_Intonation_L1_210,1,1,1,1,1,1,1
anju_Intonation_L1_211,1,0,0,0,0,1,1
anju_Intonation_L1_212,1,1,1,0,1,1,0
anju_Intonation_L1_213,1,0,0,0,0,1,0
anju_Intonation_L1_214,1,0,0,0,1,1,1
anju_Intonation_L1_215,1,0,0,0,1,1,1
anju_Intonation_L1_216,1,1,1,1,1,1,0
anju_Intonation_L1_217,1,1,1,0,1,1,0
anju_Intonation_L1_218,1,1,1,1,1,1,1
anju_Intonation_L1_220,1,0,0,0,0,0,1
anju_Intonation_L1_221,1,1,1,1,1,1,0
anju_Intonation_L1_222,1,1,1,1,1,1,0
anju_Intonation_L1_223,1,0,0,0,0,0,1
anju_Intonation_L1_224,1,0,0,0,0,0,1
anju_Intonation_L1_225,1,1,1,0,1,1,0
anju_Intonation_L1_226,1,0,0,0,1,1,1
anju_Intonation_L1_227,1,0,0,0,1,1,1
anju_Intonation_L1_228,1,0,0,0,1,1,1
anju_Intonation_L1_229,1,1,0,0,1,1,1
anju_Intonation_L1_230,1,0,0,0,0,0,1
anju_Intonation_L1_231,1,0,0,0,1,1,1
anju_Intonation_L1_232,1,1,0,0,1,1,1
anju_Intonation_L1_233,1,1,1,1,1,1,1
anju_Intonation_L1_234,1,0,0,0,1,1,1
anju_Intonation_L1_235,1,1,1,0,1,1,0
anju_Intonation_L1_236,1,1,1,0,1,1,1
anju_Intonation_L1_237,1,0,0,0,0,0,1
anju_Intonation_L1_238,1,0,0,0,0,0,1
anju_Intonation_L1_239,1,1,1,1,0,1,1
anju_Intonation_L1_240,1,1,1,0,1,1,1
anju_Intonation_L1_242,1,1,1,0,1,1,1
anju_Intonation_L1_243,1,1,1,1,1,1,1
anju_Intonation_L1_244,1,0,0,0,1,1,1
anju_Intonation_L1_245,1,0,0,0,0,0,1
anju_Intonation_L1_247,1,0,0,0,0,0,1
anju_Intonation_L1_248,1,0,0,0,0,0,1
anju_Intonation_L1_249,1,1,1,0,1,1,0
anju_Intonation_L1_250,1,0,0,0,1,1,1
anju_Intonation_L1_251,1,0,0,0,0,0,0
anju_Intonation_L1_252,1,1,0,0,1,1,1
anju_Intonation_L1_253,1,1,1,1,1,1,0
anju_Intonation_L1_254,1,0,0,0,1,1,1
anju_Intonation_L1_255,1,1,0,0,1,1,0
anju_Intonation_L1_256,1,0,0,0,0,0,1
anju_Intonation_L1_257,1,0,0,0,1,1,1
anju_Intonation_L1_258,1,0,0,0,0,0,1
anju_Intonation_L1_259,1,1,1,1,1,1,1
anju_Intonation_L1_260,1,1,0,0,1,1,1
anju_Intonation_L1_261,1,1,1,1,1,1,0
anju_Intonation_L1_262,1,0,0,0,1,1,1
anju_Intonation_L1_263,1,0,0,0,0,0,1
anju_Intonation_L1_264,1,1,0,1,1,1,1
anju_Intonation_L1_265,1,1,1,0,1,1,1
anju_Intonation_L1_266,1,0,0,0,1,1,1
anju_Intonation_L1_267,1,1,1,0,1,1,1
anju_Intonation_L1_269,1,1,1,1,1,1,1
anju_Intonation_L1_270,1,1,1,1,1,1,0
anju_Intonation_L1_271,1,0,0,0,1,1,1
anju_Intonation_L1_272,1,0,0,0,0,0,1
anju_Intonation_L1_273,1,1,1,1,1,1,0
anju_Intonation_L1_274,1,1,1,0,1,1,0
anju_Intonation_L1_275,1,1,1,0,1,1,1
anju_Intonation_L1_276,1,1,1,1,1,1,1
anju_Intonation_L1_277,1,0,0,0,0,0,1
anju_Intonation_L1_278,1,1,0,0,1,1,1
anju_Intonation_L1_279,1,1,1,1,1,1,0
anju_Intonation_L1_280,1,1,1,0,1,1,1
anju_Intonation_L1_281,1,0,0,0,0,0,1
anju_Intonation_L1_282,1,0,0,0,0,0,1
anju_Intonation_L1_283,1,1,1,1,1,1,1
anju_Intonation_L1_284,1,1,1,1,1,1,0
anju_Intonation_L1_285,1,0,0,0,1,1,1
anju_Intonation_L1_286,1,0,1,0,1,1,0
anju_Intonation_L1_287,1,1,1,1,1,1,0
anju_Intonation_L1_288,1,1,1,0,1,1,1
anju_Intonation_L1_289,1,1,1,0,1,1,0
anju_Intonation_L1_291,1,1,1,1,1,1,1
anju_Intonation_L1_292,1,1,0,0,1,1,1
anju_Intonation_L1_293,1,1,1,1,1,1,0
anju_Intonation_L1_294,1,1,0,0,1,1,0
anju_Intonation_L1_296,1,1,1,1,1,1,0
anju_Intonation_L1_297,1,1,1,1,1,1,0
anju_Intonation_L1_298,1,1,1,0,1,1,0
anju_Intonation_L1_299,1,1,1,1,1,1,0
anju_Intonation_L1_300,1,1,1,1,1,1,0
anju_Intonation_L1_301,1,1,1,1,1,1,0
anju_Intonation_L1_302,1,1,1,0,1,1,1
anju_Intonation_L1_303,1,1,1,0,0,1,1
anju_Intonation_L1_304,1,1,1,1,1,1,0
anju_Intonation_L1_305,1,1,1,1,0,1,0
anju_Intonation_L1_306,1,1,1,1,1,1,0
anju_Intonation_L1_307,1,1,0,1,0,1,1
anju_Intonation_L1_308,1,1,0,0,0,1,1
anju_Intonation_L1_309,1,1,1,1,1,1,0
anju_Intonation_L1_310,1,0,0,0,1,1,0
anju_Intonation_L1_311,1,0,0,0,1,1,1
anju_Intonation_L1_312,1,0,0,0,1,1,1
anju_Intonation_L1_313,1,1,1,1,1,1,0
anju_Intonation_L1_314,1,0,0,0,0,0,1
anju_Intonation_L1_315,1,0,0,0,1,1,1
anju_Intonation_L1_316,1,0,0,0,1,1,1
anju_Intonation_L1_318,1,1,1,1,1,1,0
anju_Intonation_L1_319,1,1,0,1,1,1,1
anju_Intonation_L1_320,1,0,0,0,0,0,1
anju_Intonation_L1_321,1,1,1,1,1,1,0
anju_Intonation_L1_322,1,1,1,0,1,1,1
anju_Intonation_L1_323,1,1,0,0,1,1,1
anju_Intonation_L1_324,1,0,0,0,1,1,1
anju_Intonation_L1_325,1,1,1,0,1,1,0
anju_Intonation_L1_326,1,1,1,0,1,1,0
anju_Intonation_L1_327,1,1,1,0,1,1,1
anju_Intonation_L1_328,1,0,0,0,1,1,1
anju_Intonation_L1_329,1,0,0,0,1,1,1
anju_Intonation_L1_330,1,1,1,1,1,1,0
anju_Intonation_L1_331,1,1,1,0,1,1,1
anju_Intonation_L1_332,1,1,1,1,1,1,0
anju_Intonation_L1_333,1,1,0,0,1,1,1
anju_Intonation_L1_334,1,1,1,0,1,1,0
anju_Intonation_L1_335,1,0,0,0,0,0,1
anju_Intonation_L1_336,1,0,0,0,1,1,1
anju_Intonation_L1_337,1,1,1,1,1,1,0
anju_Intonation_L1_338,1,1,1,1,1,1,1
anju_Intonation_L1_340,1,1,1,1,1,1,0
anju_Intonation_L1_341,1,1,1,1,1,1,0
anju_Intonation_L1_342,1,1,1,1,1,1,0
anju_Intonation_L1_343,1,1,1,1,1,1,0
anju_Intonation_L1_345,1,1,0,0,1,1,0
anju_Intonation_L1_346,1,1,1,1,1,1,0
anju_Intonation_L1_347,1,1,1,1,1,1,1
anju_Intonation_L1_348,1,1,1,1,1,1,0
anju_Intonation_L1_349,1,1,1,1,1,1,0
anju_Intonation_L1_350,1,1,1,1,1,1,0
anju_Intonation_L1_351,1,0,0,0,0,0,1
anju_Intonation_L1_352,1,1,1,1,1,1,0
anju_Intonation_L1_353,1,1,1,1,1,1,0
anju_Intonation_L1_354,1,1,1,1,1,1,0
anju_Intonation_L1_355,1,1,1,1,1,1,1
anju_Intonation_L1_356,1,1,1,1,1,1,0
anju_Intonation_L1_357,1,1,1,1,1,1,0
anju_Intonation_L1_358,1,1,1,1,0,1,1
anju_Intonation_L1_359,1,0,0,0,0,0,1
anju_Intonation_L1_360,1,0,0,0,1,1,0
anju_Intonation_L1_361,1,0,0,0,0,1,1
anju_Intonation_L1_362,1,1,1,0,1,1,1
anju_Intonation_L1_363,1,0,0,0,1,1,1
anju_Intonation_L1_364,1,1,1,1,1,1,1
anju_Intonation_L1_365,1,0,0,0,1,1,1
anju_Intonation_L1_367,1,1,0,0,1,1,1
anju_Intonation_L1_368,1,0,0,0,1,1,1
anju_Intonation_L1_369,1,1,1,0,1,1,1
anju_Intonation_L1_370,1,1,0,0,1,1,1
anju_Intonation_L1_371,1,1,1,0,1,1,1
anju_Intonation_L1_372,1,0,0,0,0,0,1
anju_Intonation_L1_373,1,1,1,1,1,1,1
anju_Intonation_L1_374,1,0,0,0,1,1,1
anju_Intonation_L1_375,1,1,1,1,1,1,1
anju_Intonation_L1_376,1,0,0,0,1,1,1
anju_Intonation_L1_377,1,1,1,1,1,1,0
anju_Intonation_L1_378,1,1,0,0,1,1,0
anju_Intonation_L1_379,1,1,0,0,1,1,1
anju_Intonation_L1_380,1,1,0,0,1,1,1
anju_Intonation_L1_381,1,1,0,0,1,1,1
anju_Intonation_L1_382,1,0,0,0,1,1,0
anju_Intonation_L1_383,1,1,1,1,1,1,0
anju_Intonation_L1_384,1,1,1,1,1,1,0
anju_Intonation_L1_385,1,1,1,0,1,1,1
anju_Intonation_L1_386,1,1,1,1,1,1,1
anju_Intonation_L1_387,1,1,1,0,1,1,1
anju_Intonation_L1_389,1,1,1,0,1,1,1
anju_Intonation_L1_390,1,1,1,1,1,1,0
anju_Intonation_L1_391,1,0,0,0,1,1,1
anju_Intonation_L1_392,1,1,0,0,1,1,1
anju_Intonation_L1_394,1,1,1,1,1,1,0
anju_Intonation_L1_395,1,1,1,0,1,1,1
anju_Intonation_L1_396,1,1,1,0,1,1,1
anju_Intonation_L1_397,1,1,1,1,1,1,1
anju_Intonation_L1_398,1,1,1,1,1,1,0
anju_Intonation_L1_399,1,1,0,1,1,1,1
anju_Intonation_L1_400,1,1,1,1,1,1,1
anju_Intonation_L1_401,1,0,0,0,0,0,1
anju_Intonation_L1_402,1,1,1,0,1,1,0
anju_Intonation_L1_403,1,1,0,0,1,1,1
anju_Intonation_L1_404,1,1,0,0,1,1,1
anju_Intonation_L1_405,1,1,1,0,1,1,0
anju_Intonation_L1_406,1,1,0,0,1,1,0
anju_Intonation_L1_407,1,1,1,0,1,1,1
anju_Intonation_L1_408,1,1,0,0,1,1,1
anju_Intonation_L1_409,1,1,1,0,1,1,1
anju_Intonation_L1_410,1,0,0,0,1,1,1
anju_Intonation_L1_411,1,1,0,1,1,1,1
anju_Intonation_L1_412,1,1,1,0,1,1,1
anju_Intonation_L1_413,1,1,1,1,0,1,1
anju_Intonation_L1_414,1,0,1,1,1,1,0
anju_Intonation_L1_416,1,1,0,0,1,1,1
anju_Intonation_L1_417,1,0,0,0,1,1,1
anju_Intonation_L1_418,1,0,0,0,1,1,1
anju_Intonation_L1_419,1,1,0,0,1,1,1
anju_Intonation_L1_420,1,1,1,0,1,1,1
anju_Intonation_L1_421,1,1,1,1,1,1,1
anju_Intonation_L1_422,1,0,0,0,1,1,0
anju_Intonation_L1_423,1,1,1,0,1,1,0
anju_Intonation_L1_424,1,1,1,1,1,1,0
anju_Intonation_L1_425,1,1,0,0,0,1,1
anju_Intonation_L1_426,1,1,0,0,1,1,1
anju_Intonation_L1_427,1,1,1,0,1,1,1
anju_Intonation_L1_428,1,1,0,1,1,1,1
anju_Intonation_L1_429,1,1,1,0,1,1,1
anju_Intonation_L1_430,1,1,1,1,1,1,0
anju_Intonation_L1_431,1,1,1,0,1,1,0
anju_Intonation_L1_432,1,1,1,1,1,1,0
anju_Intonation_L1_433,1,1,1,0,1,1,1
anju_Intonation_L1_434,1,1,1,0,1,1,1
anju_Intonation_L1_435,1,0,0,0,0,0,1
anju_Intonation_L1_436,1,1,1,0,0,1,1
anju_Intonation_L1_438,1,1,1,1,1,1,0
anju_Intonation_L1_439,1,1,1,1,0,1,1
anju_Intonation_L1_440,1,1,1,1,1,1,0
anju_Intonation_L1_441,1,1,0,0,1,1,1
anju_Intonation_L1_443,1,1,1,0,1,1,1
anju_Intonation_L1_444,1,1,0,0,1,1,1
anju_Intonation_L1_445,1,0,0,0,1,1,1
anju_Intonation_L1_446,1,1,0,0,1,1,1
anju_Intonation_L1_447,1,1,0,0,1,1,1
anju_Intonation_L1_448,1,1,0,0,1,1,1
anju_Intonation_L1_449,1,1,1,1,1,1,0
anju_Intonation_L1_450,1,1,0,0,1,1,1
anju_Intonation_L1_451,1,1,1,0,1,1,1
anju_Intonation_L1_452,1,1,1,1,0,1,0
anju_Intonation_L1_453,1,1,1,0,1,1,1
anju_Intonation_L1_454,1,0,0,0,0,0,1
anju_Intonation_L1_455,1,0,0,0,1,1,1
anju_Intonation_L1_456,1,1,0,0,1,1,1
anju_Intonation_L1_457,1,1,1,0,1,1,0
anju_Intonation_L1_458,1,1,1,1,1,1,0
anju_Intonation_L1_459,1,1,1,1,0,1,0
anju_Intonation_L1_460,1,1,1,1,1,1,1
anju_Intonation_L1_461,1,0,1,1,1,1,0
anju_Intonation_L1_462,1,1,1,1,1,1,1
anju_Intonation_L1_463,1,1,1,1,1,1,1
anju_Intonation_L1_465,1,1,1,1,1,1,1
anju_Intonation_L1_466,1,0,0,0,0,0,1
anju_Intonation_L1_467,1,1,1,1,1,1,0
anju_Intonation_L1_468,1,1,1,1,1,1,1
anju_Intonation_L1_469,1,1,1,0,1,1,1
anju_Intonation_L1_470,1,1,1,1,1,1,1
anju_Intonation_L1_471,1,1,1,1,1,1,0
anju_Intonation_L1_472,1,0,0,0,1,1,1
anju_Intonation_L1_473,1,1,0,0,1,1,1
anju_Intonation_L1_474,1,1,1,0,0,1,0
anju_Intonation_L1_475,1,0,0,0,0,0,1
anju_Intonation_L1_476,1,0,0,0,1,1,1
anju_Intonation_L1_477,1,0,0,0,0,0,1
anju_Intonation_L1_478,1,0,0,0,0,0,1
anju_Intonation_L1_479,1,1,1,0,1,1,0
anju_Intonation_L1_480,1,1,1,1,1,1,1
anju_Intonation_L1_481,1,0,0,0,0,0,1
anju_Intonation_L1_482,1,1,0,1,0,1,1
anju_Intonation_L1_483,1,1,0,0,1,1,1
anju_Intonation_L1_484,1,1,1,0,1,1,1
anju_Intonation_L1_485,1,1,1,0,0,1,1
anju_Intonation_L1_487,1,1,0,0,1,1,1
anju_Intonation_L1_488,1,1,0,0,1,1,1
anju_Intonation_L1_489,1,0,0,0,0,0,1
anju_Intonation_L1_490,1,0,0,0,0,0,1
anju_Intonation_L1_492,1,0,0,0,0,0,1
anju_Intonation_L1_493,1,1,1,0,1,1,0
anju_Intonation_L1_494,1,1,1,0,1,1,0
anju_Intonation_L1_495,1,1,1,0,1,1,0
anju_Intonation_L1_496,1,1,1,1,1,1,1
anju_Intonation_L1_497,1,1,1,1,1,1,0
anju_Intonation_L1_498,1,1,1,1,1,1,0
anju_Intonation_L1_499,1,1,1,1,1,1,0
anju_Intonation_L1_500,1,1,1,1,1,1,0
anju_Intonation_L1_501,1,1,1,1,1,1,0
anju_Intonation_L1_502,1,1,1,0,1,1,1
anju_Intonation_L1_503,1,1,1,1,1,1,1
anju_Intonation_L1_504,1,1,1,0,1,1,1
anju_Intonation_L1_505,1,1,1,1,1,1,1
anju_Intonation_L1_506,1,0,0,0,1,1,1
anju_Intonation_L1_507,1,1,0,0,1,1,1
anju_Intonation_L1_508,1,1,1,1,1,1,0
anju_Intonation_L1_509,1,1,1,1,1,1,0
anju_Intonation_L1_510,1,0,0,0,0,0,1
anju_Intonation_L1_511,1,1,1,1,1,1,0
anju_Intonation_L1_512,1,1,1,1,1,1,0
anju_Intonation_L1_514,1,0,0,0,1,1,1
anju_Intonation_L1_515,1,1,1,1,1,1,0
anju_Intonation_L1_516,1,1,1,1,1,1,0
anju_Intonation_L1_517,1,1,1,1,1,1,1
anju_Intonation_L1_518,1,1,0,0,1,1,1
anju_Intonation_L1_519,1,1,0,0,0,1,1
anju_Intonation_L1_520,1,1,1,0,1,1,1
anju_Intonation_L1_521,1,1,0,0,0,1,0
anju_Intonation_L1_522,1,1,1,0,1,1,1
anju_Intonation_L1_523,1,1,1,1,1,1,0
anju_Intonation_L1_524,1,1,1,0,1,1,0
anju_Intonation_L1_525,1,0,0,0,1,1,1
anju_Intonation_L1_526,1,0,0,0,0,0,1
anju_Intonation_L1_527,1,1,1,1,1,1,0
anju_Intonation_L1_528,1,1,1,1,0,1,1
anju_Intonation_L1_529,1,1,0,0,1,1,1
anju_Intonation_L1_530,1,0,0,0,0,0,1
anju_Intonation_L1_531,1,1,0,0,1,1,1
anju_Intonation_L1_532,1,0,0,0,0,0,1
anju_Intonation_L1_533,1,1,1,1,1,1,1
anju_Intonation_L1_534,1,1,0,0,1,1,1
anju_Intonation_L1_536,1,1,1,1,1,1,0
anju_Intonation_L1_537,1,1,1,1,1,1,1
anju_Intonation_L1_538,1,1,1,1,1,1,1
anju_Intonation_L1_539,1,0,0,0,0,0,1
anju_Intonation_L1_541,1,1,1,1,1,1,1
anju_Intonation_L1_542,1,1,1,0,1,1,1
anju_Intonation_L1_543,1,1,1,0,1,1,1
anju_Intonation_L1_544,1,0,0,0,1,1,1
anju_Intonation_L1_545,1,0,0,0,1,1,1
anju_Intonation_L1_546,1,0,0,0,0,0,1
anju_Intonation_L1_547,1,0,0,0,1,1,1
anju_Intonation_L1_548,1,1,1,0,1,1,1
