Files,Intelligibility,Phoneme Quality,Mispronunciation,Stress,Intonation,Pause Placement,MTI
nandini_Sentence_L1_81_TREE_1.npy,1,1,1,1,1,1,0
nandini_Sentence_L1_81_FELL_1.npy,1,1,1,1,1,1,0
nandini_Sentence_L1_81_TO_1.npy,1,1,1,1,1,1,0
nandini_Sentence_L1_81_THE_3.npy,1,1,1,1,1,1,0
nandini_Sentence_L1_81_GROUND_1.npy,1,1,1,1,1,1,0
vishal1_Sentence_L3_43_THEY_1.npy,1,1,0,0,1,1,1
vishal1_Sentence_L3_43_WERE_1.npy,1,1,0,0,1,1,1
venktapa_Phoneme_L5_18-2_SPUR_1.npy,1,1,1,1,1,1,0
venktapa_Phoneme_L5_81-2_SEEMED_1.npy,1,1,1,0,1,1,1
venktapa_Phoneme_L5_8-2_WIN_1.npy,1,1,1,1,1,1,0
jeeva_Phoneme_L7_7-1_COKE_1.npy,1,1,1,1,0,1,0
bibin_Sentence_L3_32_HOW_1.npy,1,0,0,0,1,1,1
bibin_Sentence_L3_32_DO_1.npy,1,0,0,0,1,1,1
bibin_Sentence_L3_32_OYSTERS_1.npy,1,0,0,0,1,1,1
bibin_Sentence_L3_32_MAKE_1.npy,1,0,0,0,1,1,1
venktapa_Phoneme_L5_27-2_SNORE_1.npy,1,1,0,0,1,1,0
stephy_Phoneme_L1_73-2_LAZY_1.npy,1,1,1,0,1,1,1
venkatt_Phoneme_L1_127-2_ERASURE_1.npy,0,0,0,0,0,0,1
kiru_Phoneme_L1_71-1_CYST_1.npy,1,1,1,0,1,1,0
triesa_Phoneme_L5_20-2_STAR_1.npy,1,1,1,0,1,1,0
vijje_Phoneme_L1_68-1_SAID_1.npy,1,1,0,0,1,1,1
madhavi_Phoneme_L1_13-1_SNIFFING_1.npy,1,1,1,0,1,1,1
stephy_Stress_L4_28_MAY_1.npy,1,0,0,0,1,1,1
stephy_Stress_L4_28_I_1.npy,1,0,0,0,1,1,1
stephy_Stress_L4_28_APOLOGIZE_1.npy,1,0,0,0,1,1,1
jeeva_Phoneme_L5_11-1_BILL_1.npy,1,1,1,1,1,1,1
jeeva_Stress_L1_5_OBSTINACY_1.npy,1,0,0,0,1,1,0
madhavi_Phoneme_L2_11-1_SIMPLE_1.npy,1,0,0,0,1,1,1
kiru_Sentence_L3_37_I_1.npy,1,0,0,0,1,1,1
kiru_Sentence_L3_37_HONOR_1.npy,1,0,0,0,1,1,1
kiru_Sentence_L3_37_MY_1.npy,1,0,0,0,1,1,1
triesa_Intonation_L2_18_HOW_1.npy,1,1,0,1,1,1,1
triesa_Intonation_L2_18_EXTRA_1.npy,1,1,0,1,1,1,1
jeeva_Phoneme_L5_92-2_TWELFTH_1.npy,1,0,0,0,0,1,0
jeeva_Phoneme_L6_3-3_BEN_1.npy,1,1,1,1,1,1,0
venktapa_Sentence_L1_90_THEY_1.npy,1,0,0,0,1,1,1
venktapa_Sentence_L1_90_WENT_1.npy,1,0,0,0,1,1,1
venktapa_Sentence_L1_90_STRAIGHT_1.npy,1,0,0,0,1,1,1
venktapa_Sentence_L1_90_TO_1.npy,1,0,0,0,1,1,1
venktapa_Sentence_L1_90_SEE_1.npy,1,0,0,0,1,1,1
venktapa_Sentence_L1_90_THE_1.npy,1,0,0,0,1,1,1
venktapa_Sentence_L1_90_PLAY_1.npy,1,0,0,0,1,1,1
nandini_Intonation_L4_8_TOLD_1.npy,1,1,1,1,0,1,0
nandini_Intonation_L4_8_ME_1.npy,1,1,1,1,0,1,0
nandini_Intonation_L4_8_TO_1.npy,1,1,1,1,0,1,0
nandini_Intonation_L4_8_DO_1.npy,1,1,1,1,0,1,0
nandini_Intonation_L4_8_WHO_1.npy,1,1,1,1,0,1,0
nandini_Intonation_L4_8_TOLD_2.npy,1,1,1,1,0,1,0
nandini_Intonation_L4_8_YOU_1.npy,1,1,1,1,0,1,0
nandini_Intonation_L4_8_TO_2.npy,1,1,1,1,0,1,0
nandini_Intonation_L4_8_DO_2.npy,1,1,1,1,0,1,0
kiru_Phoneme_L5_39-1_GLASS_1.npy,1,0,1,0,0,1,1
vishal1_Intonation_L2_17_GOOD_1.npy,1,1,0,0,0,1,0
bibin_Phoneme_L7_29-1_EARS_1.npy,1,1,1,1,1,1,0
stephy_Phoneme_L4_10-2_REVEAL_1.npy,1,1,1,1,1,1,0
vijje_Phoneme_L5_64-2_RIDDANCE_1.npy,0,0,0,0,0,0,1
madhavi_Stress_L2_45_CASTLE_1.npy,0,0,0,0,0,0,1
stephy_Sentence_L2_77_THE_1.npy,1,1,0,1,1,1,1
stephy_Sentence_L2_77_SHINY_1.npy,1,1,0,1,1,1,1
stephy_Sentence_L2_77_MACHINE_1.npy,1,1,0,1,1,1,1
stephy_Sentence_L2_77_WAS_1.npy,1,1,0,1,1,1,1
stephy_Sentence_L2_77_CRUSHED_1.npy,1,1,0,1,1,1,1
kiru_Stress_L2_23_FAST_1.npy,1,1,1,0,1,1,1
kiru_Stress_L2_23_BUS_1.npy,1,1,1,0,1,1,1
bibin_Stress_L2_16_NINE_1.npy,1,1,1,0,0,1,0
bibin_Stress_L2_16_SHOES_1.npy,1,1,1,0,0,1,0
venktapa_Phoneme_L6_28-2_PASS_1.npy,1,1,1,1,1,1,0
venktapa_Stress_L1_39_HICCOUGH_1.npy,1,0,0,0,1,1,1
anju_Phoneme_L8_5-2_ENTERTAIN_1.npy,1,0,0,0,1,1,1
maheshaa_Phoneme_L8_35-1_GREYER_1.npy,1,1,1,1,1,1,0
madhavi_Phoneme_L1_43-2_THOUGHT_1.npy,1,1,1,1,1,1,1
venktapa_Phoneme_L5_26-1_SMELL_1.npy,1,1,1,1,1,1,0
nandini_Phoneme_L5_8-2_WIN_1.npy,1,1,1,1,1,1,0
bibin_Sentence_L3_69_PLEASE_1.npy,1,1,1,1,1,0,1
bibin_Sentence_L3_69_SHORTEN_1.npy,1,1,1,1,1,0,1
bibin_Sentence_L3_69_THIS_1.npy,1,1,1,1,1,0,1
bibin_Sentence_L3_69_SKIRT_1.npy,1,1,1,1,1,0,1
bibin_Sentence_L3_69_FOR_1.npy,1,1,1,1,1,0,1
nandini_Phoneme_L1_101-1_TEASING_1.npy,1,1,1,1,1,1,1
stephy_Sentence_L2_81_WILLIAM_1.npy,1,1,0,1,1,1,1
stephy_Sentence_L2_81_MAKES_1.npy,1,1,0,1,1,1,1
stephy_Sentence_L2_81_MANY_1.npy,1,1,0,1,1,1,1
stephy_Sentence_L2_81_FRAMES_1.npy,1,1,0,1,1,1,1
vijje_Sentence_L2_79_CAN_1.npy,1,0,0,0,0,1,0
vijje_Sentence_L2_79_YOU_1.npy,1,0,0,0,0,1,0
vijje_Sentence_L2_79_PUSH_1.npy,1,0,0,0,0,1,0
vijje_Sentence_L2_79_THE_1.npy,1,0,0,0,0,1,0
vijje_Sentence_L2_79_FISH_1.npy,1,0,0,0,0,1,0
vijje_Sentence_L2_79_INTO_1.npy,1,0,0,0,0,1,0
vijje_Sentence_L2_79_THE_2.npy,1,0,0,0,0,1,0
vijje_Sentence_L2_79_OCEAN_1.npy,1,0,0,0,0,1,0
venkatt_Sentence_L3_62_COULD_1.npy,1,1,0,1,0,1,1
venkatt_Sentence_L3_62_IT_1.npy,1,1,0,1,0,1,1
venkatt_Sentence_L3_62_DO_1.npy,1,1,0,1,0,1,1
madhavi_Phoneme_L2_78-2_JEST_1.npy,1,0,0,0,1,1,1
bibin_Phoneme_L2_15-1_MARBLE_1.npy,1,1,0,0,0,1,1
maheshaa_Sentence_L2_55_HE_1.npy,1,0,0,0,1,1,1
maheshaa_Sentence_L2_55_HAD_1.npy,1,0,0,0,1,1,1
maheshaa_Sentence_L2_55_ACHIEVED_1.npy,1,0,0,0,1,1,1
maheshaa_Sentence_L2_55_A_1.npy,1,0,0,0,1,1,1
maheshaa_Sentence_L2_55_HIGH_1.npy,1,0,0,0,1,1,1
maheshaa_Sentence_L2_55_LEVEL_1.npy,1,0,0,0,1,1,1
maheshaa_Sentence_L2_55_IN_1.npy,1,0,0,0,1,1,1
maheshaa_Sentence_L2_55_HIS_1.npy,1,0,0,0,1,1,1
maheshaa_Sentence_L2_55_CHINESE_1.npy,1,0,0,0,1,1,1
maheshaa_Sentence_L2_55_STUDIES_1.npy,1,0,0,0,1,1,1
kiru_Stress_L1_15_DISBELIEVE_1.npy,1,1,0,0,1,1,0
jeeva_Phoneme_L5_30-2_SLACK_1.npy,1,1,1,1,0,1,0
kiru_Intonation_L3_18_TRY_1.npy,1,1,1,0,1,1,0
jeeva_Phoneme_L1_88-2_THINK_1.npy,1,1,1,1,1,1,0
bharati_Sentence_L1_2_WILL_1.npy,1,1,1,1,1,1,0
bharati_Sentence_L1_2_YOU_1.npy,1,1,1,1,1,1,0
bharati_Sentence_L1_2_FIT_1.npy,1,1,1,1,1,1,0
bharati_Sentence_L1_2_THIS_1.npy,1,1,1,1,1,1,0
stephy_Phoneme_L1_101-1_TEASING_1.npy,1,1,1,1,1,1,0
vijje_Phoneme_L1_85-2_HIS_1.npy,1,1,1,1,1,1,0
triesa_Phoneme_L5_71-1_BATTLE_1.npy,1,1,1,1,0,1,1
vijje_Stress_L2_43_HANDSOME_1.npy,1,1,1,1,0,1,0
nandini_Phoneme_L4_11-2_HOVERED_1.npy,1,1,0,1,0,1,0
vijje_Phoneme_L6_18-1_WAD_1.npy,1,1,1,1,1,1,0
kiru_Phoneme_L1_18-1_OFFER_1.npy,1,1,1,0,1,1,1
maheshaa_Phoneme_L6_14-3_COD_1.npy,1,1,1,0,1,1,0
kiru_Phoneme_L6_15-2_DARK_1.npy,1,1,1,1,1,1,0
vijje_Phoneme_L1_111-1_WRITE_1.npy,1,1,0,0,1,1,1
triesa_Phoneme_L1_42-2_VAIN_1.npy,1,1,1,0,1,1,1
vishal1_Phoneme_L2_57-1_CAP_1.npy,1,0,0,0,0,1,1
madhavi_Phoneme_L5_45-1_MUSIC_1.npy,1,0,0,0,0,1,1
bibin_Phoneme_L2_69-2_PIG_1.npy,1,1,0,0,1,1,0
madhavi_Phoneme_L1_129-2_BEIGE_1.npy,1,1,1,0,1,1,0
bibin_Phoneme_L6_31-1_BURN_1.npy,1,1,0,0,1,1,0
vijje_Stress_L4_32_TAKE_1.npy,1,1,1,1,1,1,0
vijje_Stress_L4_32_IT_1.npy,1,1,1,1,1,1,0
vijje_Stress_L4_32_TO_1.npy,1,1,1,1,1,1,0
vijje_Stress_L4_32_JOHN_1.npy,1,1,1,1,1,1,0
vijje_Phoneme_L5_58-2_BURDEN_1.npy,1,1,1,1,0,1,1
vishal1_Sentence_L3_93_A_1.npy,1,1,0,0,0,0,1
vishal1_Sentence_L3_93_BOY'S_1.npy,1,1,0,0,0,0,1
vishal1_Sentence_L3_93_LIVELY_1.npy,1,1,0,0,0,0,1
vishal1_Sentence_L3_93_EYES_1.npy,1,1,0,0,0,0,1
vishal1_Sentence_L3_93_MIGHT_1.npy,1,1,0,0,0,0,1
bibin_Phoneme_L7_15-2_WRECK_1.npy,1,1,0,0,1,1,0
nandini_Sentence_L4_39_I_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_CAN_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_NEVER_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_UNDERSTAND_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_IF_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_THE_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_CHEQUE_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_WAS_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_NO_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_I'D_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_PUT_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_A_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_FALSE_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_NAME_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_AND_1.npy,1,1,1,1,0,0,0
nandini_Sentence_L4_39_WOULDN'T_1.npy,1,1,1,1,0,0,0
nandini_Phoneme_L2_53-1_SIGHT_1.npy,1,0,1,0,1,1,0
nandini_Phoneme_L5_77-1_CUPS_1.npy,1,1,1,1,0,1,0
kiru_Phoneme_L6_27-2_BIT_1.npy,1,1,1,0,1,1,0
stephy_Phoneme_L4_27-2_JANE_1.npy,1,1,0,0,1,1,1
stephy_Stress_L2_13_RED_1.npy,1,1,1,0,1,1,1
stephy_Stress_L2_13_GATE_1.npy,1,1,1,0,1,1,1
maheshaa_Stress_L2_2_WHITE_1.npy,1,1,1,0,0,1,0
maheshaa_Stress_L2_2_BOARD_1.npy,1,1,1,0,0,1,0
triesa_Sentence_L4_2_IT'S_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_THE_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_FIRST_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_TIME_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_I'VE_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_WORN_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_I_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_ONLY_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_GOT_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_IT_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_ABOUT_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_FOUR_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_DAYS_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_YOU_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_LIKE_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L4_2_DO_1.npy,1,1,0,0,1,1,1
venktapa_Phoneme_L2_93-1_WASHING_1.npy,1,1,1,1,1,1,0
jeeva_Phoneme_L2_72-1_DOCK_1.npy,1,1,1,1,1,1,1
bharati_Phoneme_L2_24-1_CLUB_1.npy,1,1,1,0,0,1,1
kiru_Phoneme_L5_93-2_FAULT_1.npy,1,0,0,0,1,1,1
jeeva_Sentence_L1_43_I_1.npy,1,1,1,1,1,1,1
jeeva_Sentence_L1_43_SEE_1.npy,1,1,1,1,1,1,1
jeeva_Sentence_L1_43_SHEEP_1.npy,1,1,1,1,1,1,1
jeeva_Sentence_L1_43_IN_1.npy,1,1,1,1,1,1,1
jeeva_Sentence_L1_43_THE_1.npy,1,1,1,1,1,1,1
jeeva_Sentence_L1_43_COUNTRY_1.npy,1,1,1,1,1,1,1
venkatt_Phoneme_L7_27-2_RARELY_1.npy,1,1,1,1,1,1,1
venktapa_Stress_L1_12_MAGNIFICENTLY_1.npy,1,0,0,0,0,1,1
madhavi_Phoneme_L5_4-1_NEW_1.npy,1,1,1,1,1,1,0
vishal1_Phoneme_L2_10-2_LABOUR_1.npy,1,1,1,1,1,1,0
jeeva_Phoneme_L8_33-1_IRON_1.npy,0,0,0,0,0,0,1
vishal1_Stress_L4_35_HE_1.npy,1,1,0,0,1,1,1
vishal1_Stress_L4_35_WAS_1.npy,1,1,0,0,1,1,1
vishal1_Stress_L4_35_VERY_1.npy,1,1,0,0,1,1,1
vishal1_Stress_L4_35_AMAZING_1.npy,1,1,0,0,1,1,1
maheshaa_Sentence_L1_87_THE_1.npy,1,1,0,0,0,1,1
maheshaa_Sentence_L1_87_TRAIN_1.npy,1,1,0,0,0,1,1
maheshaa_Sentence_L1_87_CAME_1.npy,1,1,0,0,0,1,1
maheshaa_Sentence_L1_87_TO_1.npy,1,1,0,0,0,1,1
maheshaa_Sentence_L1_87_THE_2.npy,1,1,0,0,0,1,1
maheshaa_Sentence_L1_87_MAIN_1.npy,1,1,0,0,0,1,1
maheshaa_Sentence_L1_87_STATION_1.npy,1,1,0,0,0,1,1
vijje_Phoneme_L8_14-2_ACHIEVE_1.npy,1,1,0,0,0,1,1
triesa_Phoneme_L8_1-1_AGAIN_1.npy,1,1,0,0,1,1,0
maheshaa_Phoneme_L1_69-1_SAWN_1.npy,1,1,1,1,1,1,1
kiru_Phoneme_L1_13-2_GIVING_1.npy,1,1,1,0,0,1,1
vijje_Sentence_L4_33_ALL_1.npy,1,0,0,0,0,1,1
vijje_Sentence_L4_33_I'LL_1.npy,1,0,0,0,0,1,1
vijje_Sentence_L4_33_TAKE_1.npy,1,0,0,0,0,1,1
vijje_Sentence_L4_33_HOW_1.npy,1,0,0,0,0,1,1
vijje_Sentence_L4_33_MUCH_1.npy,1,0,0,0,0,1,1
vijje_Sentence_L4_33_IS_1.npy,1,0,0,0,0,1,1
madhavi_Phoneme_L1_104-2_LATHE_1.npy,1,1,1,0,1,1,0
venkatt_Phoneme_L8_21-1_SULPHUR_1.npy,1,1,0,1,0,1,1
maheshaa_Phoneme_L6_29-2_HARD_1.npy,1,1,0,0,1,1,0
kiru_Stress_L1_32_PROGRESS_1.npy,1,1,0,0,1,1,1
jeeva_Sentence_L1_60_THE_1.npy,1,0,0,0,1,0,0
jeeva_Sentence_L1_60_GIRL_1.npy,1,0,0,0,1,0,0
jeeva_Sentence_L1_60_CURLED_1.npy,1,0,0,0,1,0,0
jeeva_Sentence_L1_60_HER_1.npy,1,0,0,0,1,0,0
jeeva_Sentence_L1_60_HAIR_1.npy,1,0,0,0,1,0,0
stephy_Sentence_L2_22_LEAVE_1.npy,1,0,0,0,1,1,1
stephy_Sentence_L2_22_THE_1.npy,1,0,0,0,1,1,1
stephy_Sentence_L2_22_STOVE_1.npy,1,0,0,0,1,1,1
stephy_Sentence_L2_22_OVER_1.npy,1,0,0,0,1,1,1
stephy_Sentence_L2_22_NEAR_1.npy,1,0,0,0,1,1,1
stephy_Sentence_L2_22_THE_2.npy,1,0,0,0,1,1,1
stephy_Sentence_L2_22_VACUUM_1.npy,1,0,0,0,1,1,1
stephy_Sentence_L2_22_CLEANER_1.npy,1,0,0,0,1,1,1
venkatt_Intonation_L4_12_THEY'D_1.npy,1,0,0,0,0,1,0
venkatt_Intonation_L4_12_LIKE_1.npy,1,0,0,0,0,1,0
venkatt_Intonation_L4_12_SOME_1.npy,1,0,0,0,0,1,0
venkatt_Intonation_L4_12_MORE_1.npy,1,0,0,0,0,1,0
venkatt_Intonation_L4_12_WOULD_1.npy,1,0,0,0,0,1,0
bharati_Phoneme_L1_6-1_FEW_1.npy,1,1,1,1,1,1,0
bibin_Phoneme_L2_51-2_SAID_1.npy,1,0,0,0,1,1,1
venkatt_Phoneme_L6_18-4_WOOED_1.npy,0,0,0,0,0,0,1
jeeva_Phoneme_L4_7-2_WORSE_1.npy,1,1,1,1,1,1,0
jeeva_Phoneme_L8_11-1_PERMANENT_1.npy,1,1,1,0,1,1,1
madhavi_Phoneme_L5_65-2_SHORTENED_1.npy,1,1,0,0,1,1,1
vishal1_Stress_L4_23_SEND_1.npy,1,1,1,1,1,1,1
vishal1_Stress_L4_23_THEM_1.npy,1,1,1,1,1,1,1
vishal1_Stress_L4_23_LIGHTER_1.npy,1,1,1,1,1,1,1
venkatt_Phoneme_L7_3-1_CLOSE_1.npy,1,1,1,1,0,1,1
jeeva_Phoneme_L2_87-2_SURGE_1.npy,1,1,0,0,1,1,1
venkatt_Phoneme_L1_33-1_THIN_1.npy,1,1,1,0,0,1,0
bibin_Phoneme_L1_141-2_EAR_1.npy,0,0,0,0,0,0,1
maheshaa_Phoneme_L5_61-1_LOUDNESS_1.npy,1,1,1,1,1,1,0
stephy_Phoneme_L5_20-2_STAR_1.npy,0,0,0,0,0,0,1
bharati_Phoneme_L5_82-2_BANGED_1.npy,1,1,1,1,1,1,0
madhavi_Phoneme_L1_72-2_LOSER_1.npy,1,1,1,0,1,1,0
venkatt_Stress_L1_5_OBSTINACY_1.npy,1,0,0,0,0,1,1
vijje_Phoneme_L5_91-1_HEALTH_1.npy,1,1,1,1,1,1,0
triesa_Phoneme_L2_11-1_SIMPLE_1.npy,1,1,1,1,0,1,0
nandini_Phoneme_L1_62-1_ARTHUR_1.npy,1,1,1,1,0,1,0
bibin_Phoneme_L5_99-2_THANK_1.npy,1,1,1,0,1,1,0
venktapa_Sentence_L3_88_A_1.npy,1,1,0,0,1,1,1
venktapa_Sentence_L3_88_LONG_1.npy,1,1,0,0,1,1,1
venktapa_Sentence_L3_88_WAY_1.npy,1,1,0,0,1,1,1
kiru_Phoneme_L3_6-1_ROOM_1.npy,1,1,1,1,1,1,0
triesa_Phoneme_L1_61-2_LOVER_1.npy,0,0,0,0,0,0,1
triesa_Phoneme_L8_41-1_DOING_1.npy,1,1,1,1,1,1,1
nandini_Sentence_L1_2_WILL_1.npy,1,1,1,1,0,1,0
nandini_Sentence_L1_2_YOU_1.npy,1,1,1,1,0,1,0
nandini_Sentence_L1_2_FIT_1.npy,1,1,1,1,0,1,0
nandini_Sentence_L1_2_THIS_1.npy,1,1,1,1,0,1,0
bharati_Phoneme_L5_53-1_SPURIOUS_1.npy,1,1,0,0,0,1,0
madhavi_Phoneme_L2_67-2_TRIGGER_1.npy,1,0,0,0,1,1,1
kiru_Phoneme_L1_113-2_SHOCK_1.npy,0,0,0,0,0,0,1
vijje_Phoneme_L5_50-1_SPREAD_1.npy,1,1,1,0,1,1,0
madhavi_Phoneme_L1_134-1_RELATION_1.npy,1,1,1,0,0,1,1
venkatt_Phoneme_L3_11-1_CANE_1.npy,0,0,0,0,0,0,1
bibin_Phoneme_L6_13-3_LOCK_1.npy,0,0,0,0,0,0,1
nandini_Phoneme_L2_15-1_MARBLE_1.npy,1,1,1,0,0,1,0
bibin_Phoneme_L2_65-2_TARGET_1.npy,0,0,0,0,0,0,1
bibin_Phoneme_L2_79-2_JOYCE_1.npy,1,1,1,1,1,1,0
stephy_Phoneme_L2_68-1_ANKLE_1.npy,1,0,0,0,1,1,1
vishal1_Phoneme_L4_22-2_TENOR_1.npy,1,0,0,0,1,1,1
bibin_Phoneme_L2_48-1_SIDE_1.npy,1,1,1,0,1,1,1
venkatt_Sentence_L1_5_THE_1.npy,1,0,0,0,0,1,1
venkatt_Sentence_L1_5_PIG_1.npy,1,0,0,0,0,1,1
venkatt_Sentence_L1_5_IS_1.npy,1,0,0,0,0,1,1
venkatt_Sentence_L1_5_LICKING_1.npy,1,0,0,0,0,1,1
venkatt_Sentence_L1_5_THE_2.npy,1,0,0,0,0,1,1
venkatt_Sentence_L1_5_RUBBISH_1.npy,1,0,0,0,0,1,1
venkatt_Sentence_L1_5_BIN_1.npy,1,0,0,0,0,1,1
madhavi_Stress_L2_8_GONE_1.npy,1,1,0,0,1,1,1
madhavi_Stress_L2_8_BACK_1.npy,1,1,0,0,1,1,1
maheshaa_Phoneme_L7_4-1_COAL_1.npy,1,1,1,1,1,1,0
triesa_Phoneme_L7_22-1_LIED_1.npy,1,1,1,0,0,1,0
maheshaa_Phoneme_L2_39-2_RIDER_1.npy,1,1,1,0,1,1,1
bharati_Phoneme_L2_36-2_DIE_1.npy,1,1,1,1,1,1,0
venkatt_Sentence_L4_1_THAT'S_1.npy,1,0,0,0,1,1,1
venkatt_Sentence_L4_1_A_1.npy,1,0,0,0,1,1,1
venkatt_Sentence_L4_1_NICE_1.npy,1,0,0,0,1,1,1
venkatt_Sentence_L4_1_I_1.npy,1,0,0,0,1,1,1
venkatt_Sentence_L4_1_HAVEN'T_1.npy,1,0,0,0,1,1,1
venkatt_Sentence_L4_1_SEEN_1.npy,1,0,0,0,1,1,1
venkatt_Sentence_L4_1_IT_1.npy,1,0,0,0,1,1,1
venkatt_Sentence_L4_1_HAVE_1.npy,1,0,0,0,1,1,1
madhavi_Sentence_L4_29_SEE_1.npy,1,0,0,0,1,1,1
madhavi_Sentence_L4_29_IF_1.npy,1,0,0,0,1,1,1
madhavi_Sentence_L4_29_YOU'VE_1.npy,1,0,0,0,1,1,1
madhavi_Sentence_L4_29_STILL_1.npy,1,0,0,0,1,1,1
madhavi_Sentence_L4_29_GOT_1.npy,1,0,0,0,1,1,1
madhavi_Sentence_L4_29_ANY_1.npy,1,0,0,0,1,1,1
madhavi_Sentence_L4_29_WILL_1.npy,1,0,0,0,1,1,1
bibin_Phoneme_L1_107-1_MOTH_1.npy,1,1,1,1,1,1,1
triesa_Sentence_L2_20_THEY_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L2_20_GREW_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L2_20_GOLD_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L2_20_FLOWERS_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L2_20_IN_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L2_20_THE_1.npy,1,1,0,0,1,1,1
triesa_Sentence_L2_20_GLASS_1.npy,1,1,0,0,1,1,1
nandini_Phoneme_L5_34-1_ASSUME_1.npy,1,0,0,0,0,1,0
triesa_Phoneme_L1_92-1_MOUSE_1.npy,1,1,0,0,1,1,1
bibin_Phoneme_L5_22-2_SCAR_1.npy,1,1,1,1,0,1,0
venktapa_Phoneme_L2_32-2_DEN_1.npy,0,0,0,0,0,0,1
madhavi_Phoneme_L2_54-2_BROAD_1.npy,1,1,0,0,1,1,1
jeeva_Sentence_L3_65_IN_1.npy,1,1,0,0,1,0,1
